Specie,Recording,start_segment,End Time (s),f_min,f_max,Start of the next vocalization (s),length_segment,intersyllable_gap
Bubo_virginianus,XC1029610,1.0599,2.9238,128.503,488.312,20.8324,1.8639,17.9086
Bubo_virginianus,XC100720,7.2986,7.8695,1613.415,5162.927,21.4474,0.5709,13.5779
Bubulcus_ibis,XC1016031,5.9105,11.7366,617.885,1453.846,14.6411,5.8261,2.9045
Bubulcus_ibis,XC1027854,0.2838,4.2001,316.484,5749.451,5.3226,3.9163,1.1225
Bubulcus_ibis,XC1033064,0.9523,3.97,2101.117,3754.659,6.458,3.0177,2.488
Bubulcus_ibis,XC1036890,0.6726,0.7936,3529.551,5003.052,2.0984,0.121,1.3048
Bubulcus_ibis,XC1038607,7.7784,14.466,317.091,10805.476,16.5073,6.6876,2.0413
Busarellus_nigricollis,XC1050433,2.3752,2.9355,1623.462,3755.769,3.5663,0.5603,0.6308
Busarellus_nigricollis,XC1072143,5.9439,8.9633,384.032,13364.318,12.6949,3.0194,3.7316
Busarellus_nigricollis,XC108621,1.3678,2.2658,1698.716,5795.619,3.2292,0.898,0.9634
Busarellus_nigricollis,XC111118,10.1539,13.0092,1986.923,20160.0,17.3174,2.8553,4.3082
Busarellus_nigricollis,XC111235,4.345,4.9868,1737.557,16832.579,5.8897,0.6418,0.9029
Buteo_albonotatus,XC181387,23.9009,28.3303,630.0,14635.385,47.758,4.4294,19.4277
Buteo_albonotatus,XC177740,7.0119,8.4778,1096.559,8875.278,14.3414,1.4659,5.8636
Buteo_albonotatus,XC185145,24.2086,25.7006,1115.891,9819.838,31.1066,1.492,5.406
Buteo_albonotatus,XC13820,2.0888,14.2527,2428.125,3128.125,0.0,12.1639,-14.2527
Buteo_albonotatus,XC161846,1.4781,5.0416,2136.264,6039.56,6.3356,3.5635,1.294
Buteo_brachyurus,XC130142,7.2423,8.0961,1130.827,8292.731,13.2813,0.8538,5.1852
Buteo_brachyurus,XC139297,3.8793,4.4953,3718.681,4694.505,5.2506,0.616,0.7553
Buteo_brachyurus,XC139298,16.8714,17.7302,1684.102,9651.198,18.1841,0.8588,0.4539
Buteo_brachyurus,XC139299,11.5759,12.2803,2057.143,14874.725,17.0355,0.7044,4.7552
Buteo_brachyurus,XC14627,3.7932,4.2499,2350.385,5233.846,5.1126,0.4567,0.8627
Buteo_nitidus,XC117311,0.6899,1.7384,1793.077,10128.462,6.9207,1.0485,5.1823
Buteo_nitidus,XC117312,1.3461,2.4399,1599.231,12648.462,8.7825,1.0938,6.3426
Buteo_nitidus,XC117314,1.3203,2.6267,1260.0,12987.692,11.7047,1.3064,9.078
Buteo_nitidus,XC119255,14.6947,15.5301,1890.0,12212.308,0.0,0.8354,-15.5301
Buteo_nitidus,XC119889,3.0689,3.7817,1841.538,14296.154,22.2745,0.7128,18.4928
Buteo_platypterus,XC1073188,3.3058,4.4925,4436.024,5092.24,21.4436,1.1867,16.9511
Buteo_platypterus,XC1056117,4.6117,5.4303,2215.385,15032.967,12.5941,0.8186,7.1638
Buteo_platypterus,XC1076781,0.8452,2.1628,4506.923,14053.846,11.7465,1.3176,9.5837
Buteo_platypterus,XC1021438,2.9491,4.734,4344.828,10156.034,5.9942,1.7849,1.2602
Buteo_platypterus,XC103861,1.266,2.4588,2389.655,19877.586,8.6238,1.1928,6.165
Buteo_swainsoni,XC12214,2.5716,4.382,1747.642,6819.229,6.9562,1.8104,2.5742
Buteo_swainsoni,XC139794,7.9238,18.8066,1846.154,6435.165,19.1015,10.8828,0.2949
Buteo_swainsoni,XC321710,3.5023,4.9469,1096.559,5962.542,17.8491,1.4446,12.9022
Buteo_swainsoni,XC355089,2.2954,4.1067,1308.462,9353.077,5.6759,1.8113,1.5692
Buteo_swainsoni,XC355090,9.9573,11.7131,872.308,7075.385,0.0,1.7558,-11.7131
Buteogallus_coronatus,XC17420,1.242,3.4619,1611.628,4102.326,7.5183,2.2199,4.0564
Buteogallus_coronatus,XC15734,7.4554,10.0561,1830.218,8798.859,20.6757,2.6007,10.6196
Buteogallus_coronatus,XC147699,2.9009,4.6205,1024.631,11586.207,5.5919,1.7196,0.9714
Buteogallus_coronatus,XC1067452,1.2512,4.5747,1418.719,7921.182,0.0,3.3235,-4.5747
Buteogallus_coronatus,XC11339,9.2309,12.0913,998.78,20820.732,20.019,2.8604,7.9277
Buteogallus_meridionalis,XC1018282,1.1115,14.3672,1898.901,14886.076,39.6848,13.2557,25.3176
Buteogallus_meridionalis,XC113751,8.1903,10.8775,2052.703,2582.432,11.6659,2.6872,0.7884
Buteogallus_meridionalis,XC116586,1.3112,2.4398,1308.462,4313.077,17.5436,1.1286,15.1038
Buteogallus_meridionalis,XC121234,0.3763,1.411,1476.923,4483.516,0.0,1.0347,-1.411
Buteogallus_meridionalis,XC127982,1.2164,2.0873,1412.069,9341.379,17.4796,0.8709,15.3923
Buteogallus_urubitinga,XC15428,5.8732,9.0539,1647.692,8383.846,0.0,3.1807,-9.0539
Buteogallus_urubitinga,XC133222,7.1998,10.29,5815.385,6784.615,12.4882,3.0902,2.1982
Buteogallus_urubitinga,XC11774,10.9656,17.7168,2374.615,11436.923,24.0179,6.7512,6.3011
Buteogallus_urubitinga,XC117428,0.6691,3.5814,1439.466,4678.264,21.567,2.9123,17.9856
Buteogallus_urubitinga,XC117426,4.2825,6.7331,1599.231,9304.615,0.0,2.4506,-6.7331
Butorides_striata,XC1000521,3.0511,4.4217,1107.692,9336.264,5.1885,1.3706,0.7668
Butorides_striata,XC1002436,3.0327,3.3084,1885.714,2756.044,10.6145,0.2757,7.3061
Butorides_striata,XC1003866,3.0114,3.2609,1864.897,2545.584,11.8319,0.2495,8.571
Butorides_striata,XC1004385,12.0843,12.3829,925.222,13295.783,13.0679,0.2986,0.685
Butorides_striata,XC1006320,9.8829,9.9018,2848.352,11551.648,0.0,0.0189,-9.9018
Cacicus_cela,XC100331,0.9982,1.4322,372.979,10990.46,7.7471,0.434,6.3149
Cacicus_cela,XC100689,2.6467,3.8775,581.538,9934.615,5.9949,1.2308,2.1174
Cacicus_cela,XC103375,0.5519,1.5821,788.152,10348.78,4.5721,1.0302,2.99
Cacicus_cela,XC1037378,0.9248,1.5698,342.675,11274.002,3.176,0.645,1.6062
Cacicus_cela,XC10488,1.0259,1.3678,2281.034,9450.0,9.2713,0.3419,7.9035
Cacicus_chrysopterus,XC129761,0.9152,1.5986,1490.116,3525.397,3.3221,0.6834,1.7235
Cacicus_chrysopterus,XC114461,1.8987,2.2867,1476.923,14663.736,4.1183,0.388,1.8316
Cacicus_chrysopterus,XC1053000,1.597,1.9999,1850.444,13330.051,3.2182,0.4029,1.2183
Cacicus_chrysopterus,XC1018386,2.5126,3.476,1029.808,2895.577,10.1636,0.9634,6.6876
Cacicus_chrysopterus,XC1003139,1.9686,2.6874,1310.607,3027.954,5.4245,0.7188,2.7371
Cacicus_haemorrhous,XC1035077,0.9193,2.3036,984.375,12009.375,6.6938,1.3843,4.3902
Cacicus_haemorrhous,XC1035749,2.8216,2.9905,1233.629,6168.147,12.0324,0.1689,9.0419
Cacicus_haemorrhous,XC1050546,7.0188,9.1067,1381.154,7705.385,11.1605,2.0879,2.0538
Cacicus_haemorrhous,XC1050547,6.438,6.7326,1284.231,8553.462,7.4996,0.2946,0.767
Cacicus_haemorrhous,XC108779,0.5291,1.5639,725.329,16102.303,8.7513,1.0348,7.1874
Cacicus_solitarius,XC10180,10.8753,14.7365,2516.24,3527.23,23.876,3.8612,9.1395
Cacicus_solitarius,XC1030219,0.9444,1.8539,960.135,1390.541,5.2757,0.9095,3.4218
Cacicus_solitarius,XC106724,2.0717,3.5949,1113.693,5602.733,11.3946,1.5232,7.7997
Cacicus_solitarius,XC124530,2.1994,3.1873,1673.591,10433.234,4.9241,0.9879,1.7368
Cacicus_solitarius,XC128803,8.6214,9.2276,945.652,9163.043,9.455,0.6062,0.2274
Cairina_moschata,XC117941,1.3623,3.7553,102.802,4403.371,0.0,2.393,-3.7553
Cairina_moschata,XC1087444,1.5932,9.5856,799.615,10249.615,10.2029,7.9924,0.6173
Cairina_moschata,XC117942,1.0617,6.5567,18.173,772.356,0.0,5.495,-6.5567
Cairina_moschata,XC1045463,36.8811,39.4418,55.685,394.076,42.6839,2.5607,3.2421
Cairina_moschata,XC1070873,0.3217,2.7494,764.299,9935.89,4.904,2.4277,2.1546
Calidris_alba,XC1042161,1.7611,19.6177,2168.654,4749.231,23.1808,17.8566,3.5631
Calidris_alba,XC1042162,6.3196,9.6879,2604.808,3259.038,10.8004,3.3683,1.1125
Calidris_alba,XC1042262,7.4477,17.37,1713.374,2484.392,19.7232,9.9223,2.3532
Calidris_alba,XC1042370,2.6154,4.025,2847.115,3719.423,6.3898,1.4096,2.3648
Calidris_alba,XC1042562,6.9492,7.0145,1987.514,6682.159,11.1998,0.0653,4.1853
Calidris_bairdii,XC147069,5.5775,6.0401,989.082,11868.983,8.4847,0.4626,2.4446
Calidris_bairdii,XC147070,2.4594,2.6248,1255.132,7202.346,3.0635,0.1654,0.4387
Calidris_bairdii,XC147071,3.1982,3.8443,998.268,15822.554,5.6116,0.6461,1.7673
Calidris_bairdii,XC147072,5.4107,5.7386,1259.016,16367.213,9.1634,0.3279,3.4248
Calidris_bairdii,XC147073,34.2656,41.777,1342.726,6489.842,42.026,7.5114,0.249
Calidris_canutus,XC1024538,2.8088,3.0275,876.502,2909.239,5.1414,0.2187,2.1139
Calidris_canutus,XC1006207,1.8381,2.2098,2241.346,2895.577,3.3147,0.3717,1.1049
Calidris_canutus,XC1025055,3.6392,4.1038,2035.385,2750.192,5.3408,0.4646,1.237
Calidris_canutus,XC1000308,2.4508,2.5259,727.31,3450.059,6.4242,0.0751,3.8983
Calidris_canutus,XC1003477,2.1364,2.4108,2237.876,3039.782,3.3947,0.2744,0.9839
Calidris_fuscicollis,XC1079863,0.9793,1.0329,3687.94,9705.106,2.472,0.0536,1.4391
Calidris_fuscicollis,XC147082,0.5517,0.5894,2889.632,15571.906,0.7681,0.0377,0.1787
Calidris_fuscicollis,XC147083,1.9838,3.7326,2795.604,17353.846,4.0047,1.7488,0.2721
Calidris_fuscicollis,XC147084,3.2934,3.7956,2584.615,17711.887,3.994,0.5022,0.1984
Calidris_fuscicollis,XC147085,0.6578,1.5314,4536.264,10443.956,2.0915,0.8736,0.5601
Calidris_himantopus,XC145929,2.0327,2.1369,1054.945,4641.758,2.7143,0.1042,0.5774
Calidris_himantopus,XC145928,4.0557,5.8061,1397.802,6514.286,7.7758,1.7504,1.9697
Calidris_himantopus,XC145917,1.9313,2.68,1104.249,4126.404,8.0242,0.7487,5.3442
Calidris_himantopus,XC145915,9.1345,9.4225,1253.211,15142.964,14.1224,0.288,4.6999
Calidris_himantopus,XC145916,4.6087,5.568,911.851,4483.268,6.927,0.9593,1.359
Calidris_melanotos,XC1048167,1.0197,1.7638,2432.991,4831.715,2.0259,0.7441,0.2621
Calidris_melanotos,XC1060874,10.8174,15.1207,171.337,9252.22,19.4458,4.3033,4.3251
Calidris_melanotos,XC10926,0.7799,5.0098,2180.769,3925.385,6.7039,4.2299,1.6941
Calidris_melanotos,XC109321,0.9597,1.0997,1478.077,4506.923,1.7467,0.14,0.647
Calidris_melanotos,XC113149,1.4425,1.9611,1226.374,5762.637,8.9096,0.5186,6.9485
Calidris_minutilla,XC1021174,10.9391,11.2184,3416.538,4555.385,11.6823,0.2793,0.4639
Calidris_minutilla,XC1021166,14.4791,14.6719,3238.277,4300.569,15.6036,0.1928,0.9317
Calidris_minutilla,XC1021157,1.2663,1.896,3238.277,4214.9,2.7519,0.6297,0.8559
Calidris_minutilla,XC1012727,3.6352,4.1577,2927.473,7358.242,4.2203,0.5225,0.0626
Calidris_minutilla,XC1012724,2.731,3.6546,2452.747,7832.967,4.5097,0.9236,0.8551
Calidris_pusilla,XC1027122,6.3027,7.2909,1213.187,4443.956,7.6557,0.9882,0.3648
Calidris_pusilla,XC1027130,4.5146,4.6766,1173.626,4800.0,6.8666,0.162,2.19
Calidris_pusilla,XC1027131,7.8668,9.0713,1054.945,3679.121,9.5721,1.2045,0.5008
Calidris_pusilla,XC1027132,4.8455,4.9757,962.637,4575.824,5.7112,0.1302,0.7355
Calidris_pusilla,XC1046336,1.7155,3.7901,1268.13,6881.47,9.3673,2.0746,5.5772
Calidris_subruficollis,XC106443,0.4143,0.5003,1514.423,3889.038,2.3327,0.086,1.8324
Calidris_subruficollis,XC435876,1.1436,1.2028,969.231,7778.077,2.9037,0.0592,1.7009
Calidris_subruficollis,XC435877,0.5635,0.6302,1284.231,7608.462,3.0101,0.0667,2.3799
Calidris_subruficollis,XC48603,1.7849,1.864,508.846,9450.0,2.6893,0.0791,0.8253
Calidris_subruficollis,XC997530,4.1219,4.1737,1503.297,9810.989,4.9862,0.0518,0.8125
Calliphlox_amethystina,XC484629,0.4786,0.5687,2330.189,14426.61,0.7075,0.0901,0.1388
Calliphlox_amethystina,XC468193,9.673,11.0448,4035.165,9230.769,21.1183,1.3718,10.0735
Calliphlox_amethystina,XC404657,5.265,6.1612,2256.867,17549.023,7.1244,0.8962,0.9632
Calliphlox_amethystina,XC178079,6.6549,7.2213,1066.154,9910.385,8.6915,0.5664,1.4702
Calliphlox_amethystina,XC173414,2.7312,3.2496,548.28,15180.495,4.5699,0.5184,1.3203
Callonetta_leucophrys,XC1018599,3.1735,4.0051,411.21,7093.369,10.8519,0.8316,6.8468
Callonetta_leucophrys,XC444201,2.2135,2.6821,534.604,3244.921,26.2381,0.4686,23.556
Callonetta_leucophrys,XC44463,1.4519,1.9179,993.462,5476.154,5.7006,0.466,3.7827
Callonetta_leucophrys,XC687762,3.4407,4.0371,411.21,3375.347,20.8428,0.5964,16.8057
Callonetta_leucophrys,XC687765,3.8907,4.6026,387.692,5670.0,17.0173,0.7119,12.4147
Campephilus_leucopogon,XC1671,0.2642,0.5683,528.532,14746.053,2.1912,0.3041,1.6229
Campephilus_leucopogon,XC176366,5.8679,6.1007,2229.231,8480.769,0.0,0.2328,-6.1007
Campephilus_leucopogon,XC197046,2.0554,2.4664,1302.164,10691.455,3.5528,0.411,1.0864
Campephilus_leucopogon,XC197047,1.868,2.1781,719.617,12541.899,3.376,0.3101,1.1979
Campephilus_leucopogon,XC197048,2.8851,2.9768,387.692,14586.923,32.0688,0.0917,29.092
Campephilus_melanoleucos,XC11422,0.6148,0.8271,548.28,13604.191,2.0932,0.2123,1.2661
Campephilus_melanoleucos,XC1086786,20.1118,27.3621,969.231,1696.154,28.6323,7.2503,1.2702
Campephilus_melanoleucos,XC119916,2.8984,3.1048,925.222,13535.656,4.4158,0.2064,1.311
Campephilus_melanoleucos,XC100699,0.1516,0.3809,896.538,10928.077,1.6352,0.2293,1.2543
Campephilus_melanoleucos,XC1072081,1.2607,1.8903,872.308,8989.615,3.0456,0.6296,1.1553
Campephilus_rubricollis,XC1035084,0.4012,0.8062,1250.763,2347.323,2.1324,0.405,1.3262
Campephilus_rubricollis,XC111,0.8759,1.0083,1114.44,13214.079,3.7153,0.1324,2.707
Campephilus_rubricollis,XC114412,7.824,8.5744,1380.024,5165.765,17.9333,0.7504,9.3589
Campephilus_rubricollis,XC11654,0.5506,0.8866,1599.231,15507.692,2.0808,0.336,1.1942
Campephilus_rubricollis,XC119821,0.7042,1.2411,1233.629,3683.754,2.4763,0.5369,1.2352
Camptostoma_obsoletum,XC1006654,1.6668,2.2427,3015.914,11779.134,6.2462,0.5759,4.0035
Camptostoma_obsoletum,XC1017621,0.8566,1.4046,2156.538,7075.385,4.761,0.548,3.3564
Camptostoma_obsoletum,XC1032074,5.2293,5.5891,3246.923,7059.101,8.0402,0.3598,2.4511
Camptostoma_obsoletum,XC1032082,29.5441,30.6681,2810.769,3622.5,39.7811,1.124,9.113
Camptostoma_obsoletum,XC1032086,12.0154,13.2669,3045.119,7111.059,26.5397,1.2515,13.2728
Campylorhamphus_trochilirostris,XC106503,12.5306,14.3188,2090.316,4660.378,23.3905,1.7882,9.0717
Campylorhamphus_trochilirostris,XC1053611,2.7852,3.261,1800.0,18525.0,7.7839,0.4758,4.5229
Campylorhamphus_trochilirostris,XC107093,2.7774,6.5835,822.42,15317.565,8.6556,3.8061,2.0721
Campylorhamphus_trochilirostris,XC1035362,1.17,3.825,2672.864,3700.888,5.1104,2.655,1.2854
Campylorhamphus_trochilirostris,XC1053610,4.7877,5.0435,2374.615,18706.154,13.688,0.2558,8.6445
Campylorhynchus_turdinus,XC1003400,1.8126,4.2662,870.33,8940.659,47.9945,2.4536,43.7283
Campylorhynchus_turdinus,XC1009593,0.7156,0.9644,2143.04,16970.563,2.1877,0.2488,1.2233
Campylorhynchus_turdinus,XC1034570,3.5526,4.4705,1072.527,3164.835,8.3154,0.9179,3.8449
Campylorhynchus_turdinus,XC1050629,4.4046,4.6779,1041.923,8795.769,6.0559,0.2733,1.378
Campylorhynchus_turdinus,XC106257,0.494,0.7992,3876.923,15023.077,8.3114,0.3052,7.5122
Cantorchilus_guarayanus,XC2190,0.8548,1.2121,1007.975,15297.515,4.342,0.3573,3.1299
Cantorchilus_guarayanus,XC192731,1.0084,2.2814,2303.731,18923.507,6.8964,1.273,4.615
Cantorchilus_guarayanus,XC17642,0.4581,0.9636,2450.439,15917.56,1.3946,0.5055,0.431
Cantorchilus_guarayanus,XC1064079,1.8813,4.0487,2181.929,7422.29,7.1465,2.1674,3.0978
Cantorchilus_guarayanus,XC145497,1.3484,1.6876,2014.089,15702.433,3.6307,0.3392,1.9431
Cantorchilus_leucotis,XC100338,1.7101,2.012,1243.265,3841.688,8.2082,0.3019,6.1962
Cantorchilus_leucotis,XC1004627,3.3829,3.7955,1344.808,3259.038,7.9643,0.4126,4.1688
Cantorchilus_leucotis,XC1018879,1.2025,2.5528,738.462,6804.396,6.3125,1.3503,3.7597
Cantorchilus_leucotis,XC102846,6.7878,7.8879,1267.897,7024.834,12.5785,1.1001,4.6906
Cantorchilus_leucotis,XC1039655,2.9825,4.2839,1268.13,7030.662,10.2485,1.3014,5.9646
Capsiempis_flaveola,XC1004566,0.7658,1.1067,1147.961,2878.469,2.131,0.3409,1.0243
Capsiempis_flaveola,XC1004563,2.8589,3.1865,1250.763,4626.11,3.6142,0.3276,0.4277
Capsiempis_flaveola,XC1004216,0.7344,5.3455,1332.692,4434.231,21.8181,4.6111,16.4726
Capsiempis_flaveola,XC1004213,0.2995,0.7536,1369.038,4918.846,2.0029,0.4541,1.2493
Capsiempis_flaveola,XC1004211,0.5417,0.892,1182.228,4831.715,2.9671,0.3503,2.0751
Caracara_plancus,XC1012391,5.9955,8.5274,1113.693,5637.001,12.8946,2.5319,4.3672
Caracara_plancus,XC1050466,3.1988,6.2825,1114.615,6954.231,13.0816,3.0837,6.7991
Caracara_plancus,XC1084214,0.3056,3.4736,791.209,7191.209,6.4092,3.168,2.9356
Caracara_plancus,XC113948,4.1864,4.4537,823.846,15168.462,8.9119,0.2673,4.4582
Caracara_plancus,XC123190,1.7486,3.6326,1045.158,6270.949,13.001,1.884,9.3684
Cariama_cristata,XC1003080,31.5161,37.2818,999.029,5965.023,37.5539,5.7657,0.2721
Cariama_cristata,XC1029941,0.8703,3.9134,1260.0,3295.385,11.2579,3.0431,7.3445
Cariama_cristata,XC1044377,0.5161,5.2042,857.853,8727.718,6.1996,4.6881,0.9954
Cariama_cristata,XC1048,11.6157,17.077,1029.808,3283.269,17.2726,5.4613,0.1956
Cariama_cristata,XC1064768,0.1378,9.4714,1044.342,15851.625,9.7842,9.3336,0.3128
Casiornis_rufus,XC2726,1.2643,1.6974,1986.923,13084.615,1.8946,0.4331,0.1972
Casiornis_rufus,XC158133,0.3461,0.8627,3426.748,13192.981,6.9125,0.5166,6.0498
Casiornis_rufus,XC108074,1.5878,1.8726,2027.975,4609.034,12.1278,0.2848,10.2552
Casiornis_rufus,XC102561,1.0088,1.4168,3990.88,12867.789,6.4024,0.408,4.9856
Casiornis_rufus,XC1017287,0.8152,1.2763,3871.044,13441.125,2.0832,0.4611,0.8069
Cathartes_aura,XC115721,1.1483,1.2364,2867.557,5943.938,1.2467,0.0881,0.0103
Cathartes_aura,XC16325,3.4116,6.182,1670.54,2630.62,0.0,2.7704,-6.182
Cathartes_aura,XC39894,10.5676,10.7858,651.082,13844.063,0.0,0.2182,-10.7858
Cathartes_aura,XC780516,2.9186,29.6107,1324.077,1836.924,0.0,26.6921,-29.6107
Cathartes_aura,XC904279,1.7821,2.1977,4894.615,21226.154,9.0199,0.4156,6.8222
Cathartes_burrovianus,XC717346,2.1935,4.2801,460.385,3780.0,0.0,2.0866,-4.2801
Catharus_fuscescens,XC1011285,3.1446,3.3072,2244.52,3769.423,5.9872,0.1626,2.68
Catharus_fuscescens,XC1012566,0.7634,2.2934,2312.472,13725.642,6.8768,1.53,4.5834
Catharus_fuscescens,XC1012568,1.2679,3.2129,2014.089,14546.197,5.3506,1.945,2.1377
Catharus_fuscescens,XC1012571,0.6782,3.0884,1371.429,7147.253,4.3572,2.4102,1.2688
Catharus_fuscescens,XC1012932,6.806,7.067,1410.989,3810.989,9.4397,0.261,2.3727
Celeus_flavescens,XC108625,0.8548,1.0638,1028.024,10040.372,1.3934,0.209,0.3296
Celeus_flavescens,XC108624,4.2887,6.0395,1165.094,14837.82,13.7465,1.7508,7.707
Celeus_flavescens,XC109382,2.5182,3.6428,799.615,9207.692,9.7187,1.1246,6.0759
Celeus_flavescens,XC1012126,2.8069,4.2338,2459.502,11108.75,5.4286,1.4269,1.1948
Celeus_flavescens,XC1013491,0.3884,0.7165,4991.538,6518.077,2.0969,0.3281,1.3804
Celeus_flavus,XC1032412,1.2102,2.9614,1647.692,9886.154,8.0653,1.7512,5.1039
Celeus_flavus,XC114790,1.3973,6.7996,969.746,16112.71,7.6451,5.4023,0.8455
Celeus_flavus,XC114791,1.2521,2.8015,905.097,9390.378,12.9696,1.5494,10.1681
Celeus_flavus,XC121250,10.0573,13.0147,1713.374,14906.355,19.2971,2.9574,6.2824
Celeus_flavus,XC126584,6.5491,7.9406,1853.654,2677.5,15.7078,1.3915,7.7672
Celeus_lugubris,XC1025534,2.4692,3.4636,1582.418,21415.385,19.0392,0.9944,15.5756
Celeus_lugubris,XC128580,2.2567,2.6543,382.418,2980.22,12.6971,0.3976,10.0428
Celeus_lugubris,XC128625,0.5156,0.8412,1292.308,9626.374,1.307,0.3256,0.4658
Celeus_lugubris,XC15556,0.6642,25.9572,4681.356,5353.76,32.8478,25.293,6.8906
Celeus_lugubris,XC204125,2.2438,3.6393,799.615,3731.538,7.6434,1.3955,4.0041
Celeus_torquatus,XC1035784,1.59,3.9491,1425.647,2063.793,11.8734,2.3591,7.9243
Celeus_torquatus,XC1033920,0.3405,2.1317,2025.898,2554.393,14.3924,1.7912,12.2607
Celeus_torquatus,XC1035785,1.2656,3.5482,1181.19,2208.825,24.9942,2.2826,21.446
Celeus_torquatus,XC10122,2.7797,4.1121,1527.566,2633.734,21.0892,1.3324,16.9771
Celeus_torquatus,XC102828,0.2348,1.658,1605.028,2923.445,13.3472,1.4232,11.6892
Cephalopterus_ornatus,XC1078026,1.1809,1.9466,87.81,336.25,3.0813,0.7657,1.1347
Cephalopterus_ornatus,XC1078302,27.2594,28.0843,57.826,406.926,40.117,0.8249,12.0327
Cephalopterus_ornatus,XC18895,1.5746,2.3468,117.055,307.269,3.3377,0.7722,0.9909
Cephalopterus_ornatus,XC284905,1.8192,2.5803,82.117,336.679,14.3679,0.7611,11.7876
Cephalopterus_ornatus,XC73335,11.1446,12.0662,47.118,366.234,30.0934,0.9216,18.0272
Cercomacra_cinerascens,XC1043125,0.6316,1.8496,1216.496,2587.195,3.3157,1.218,1.4661
Cercomacra_cinerascens,XC104253,0.2087,29.8361,3055.618,16599.438,0.0,29.6274,-29.8361
Cercomacra_cinerascens,XC1040496,9.9874,14.0009,960.08,3149.063,21.6868,4.0135,7.6859
Cercomacra_cinerascens,XC10138,0.1686,9.0338,568.694,16018.225,21.3878,8.8652,12.354
Cercomacra_cinerascens,XC1031000,0.5966,11.4008,1501.006,3522.77,16.0407,10.8042,4.6399
Cercomacra_melanaria,XC1050512,2.6222,9.6593,1516.927,3149.063,12.3408,7.0371,2.6815
Cercomacra_melanaria,XC108586,0.3897,4.9876,756.879,4768.337,5.6392,4.5979,0.6516
Cercomacra_melanaria,XC116257,2.8049,3.1614,587.156,3889.908,3.4968,0.3565,0.3354
Cercomacra_melanaria,XC116273,1.2147,4.0188,894.533,3654.805,11.4943,2.8041,7.4755
Cercomacra_melanaria,XC119762,0.775,2.4217,1002.324,4655.237,3.2149,1.6467,0.7932
Certhiaxis_cinnamomeus,XC1040556,1.7398,3.6989,1127.702,6006.238,8.0204,1.9591,4.3215
Certhiaxis_cinnamomeus,XC1036700,0.7157,2.0632,1473.269,5576.042,4.579,1.3475,2.5158
Certhiaxis_cinnamomeus,XC1035568,0.5985,2.1915,3085.856,3722.48,5.0224,1.593,2.8309
Certhiaxis_cinnamomeus,XC10314,0.1302,2.1833,1163.077,14683.846,2.7584,2.0531,0.5751
Certhiaxis_cinnamomeus,XC1012165,3.1055,4.3986,1250.763,7470.311,9.8853,1.2931,5.4867
Chaetura_meridionalis,XC139328,1.4277,2.0777,5881.319,7200.0,2.2395,0.65,0.1618
Chaetura_meridionalis,XC139329,1.4484,2.5784,3956.044,7147.253,5.1885,1.13,2.6101
Chaetura_meridionalis,XC158730,0.132,11.9013,4029.837,7405.184,12.3812,11.7693,0.4799
Chaetura_meridionalis,XC164888,0.1521,2.8682,4196.018,6601.735,6.8445,2.7161,3.9763
Chaetura_meridionalis,XC171427,1.9149,2.4222,3901.154,5670.0,2.7521,0.5073,0.3299
Charadrius_collaris,XC107900,0.1601,2.5454,1865.769,3876.923,4.0306,2.3853,1.4852
Charadrius_collaris,XC107902,1.2315,10.2614,1986.923,3465.0,11.901,9.0299,1.6396
Charadrius_collaris,XC206740,0.7001,0.7875,1925.275,3850.549,1.0029,0.0874,0.2154
Charadrius_collaris,XC21075,2.2792,2.7362,1150.435,3195.652,4.4133,0.457,1.6771
Charadrius_collaris,XC21638,1.3094,1.9334,2833.402,4605.055,3.7134,0.624,1.78
Charadrius_semipalmatus,XC1021646,7.2113,7.3002,2227.386,4273.474,9.7068,0.0889,2.4066
Charadrius_semipalmatus,XC1021645,1.017,1.0492,2683.989,3179.494,1.3317,0.0322,0.2825
Charadrius_semipalmatus,XC1021642,1.5074,1.6107,1387.833,3649.487,3.6444,0.1033,2.0337
Charadrius_semipalmatus,XC1021640,1.8304,2.0638,2132.308,4628.077,4.7752,0.2334,2.7114
Charadrius_semipalmatus,XC1012656,6.3907,6.8708,2983.835,5016.573,7.3646,0.4801,0.4938
Chauna_torquata,XC107903,1.9155,2.3213,872.308,9813.462,6.531,0.4058,4.2097
Chauna_torquata,XC1082667,0.9323,1.297,787.5,9765.0,9.0076,0.3647,7.7106
Chauna_torquata,XC119766,3.7094,4.1166,662.162,9601.351,6.5778,0.4072,2.4612
Chauna_torquata,XC119767,2.2515,2.9179,784.698,10613.628,11.4678,0.6664,8.5499
Chauna_torquata,XC146679,1.3656,1.7937,799.615,9013.846,4.8135,0.4281,3.0198
Chelidoptera_tenebrosa,XC11796,3.57,3.9122,2106.987,12852.621,7.3092,0.3422,3.397
Chelidoptera_tenebrosa,XC118846,13.7604,14.1935,1473.502,11513.874,28.4494,0.4331,14.2559
Chelidoptera_tenebrosa,XC128915,1.087,1.354,4649.573,6324.786,2.7903,0.267,1.4363
Chelidoptera_tenebrosa,XC129005,1.7806,2.3923,4351.648,6646.154,4.0019,0.6117,1.6096
Chelidoptera_tenebrosa,XC238127,12.2886,14.6626,4421.795,6241.455,15.267,2.374,0.6044
